algorithm,collection,dataset,algo_training_type,algo_input_dimensionality,dataset_training_type,dataset_input_dimensionality,train_preprocess_time,train_main_time,execute_preprocess_time,execute_main_time,execute_postprocess_time,status,error_message,repetition,hyper_params,hyper_params_id,ROC_AUC,RANGE_ROC_AUC,RANGE_PR_VOLUME
KNN,MGAB,5,UNSUPERVISED,MULTIVARIATE,UNSUPERVISED,UNIVARIATE,,,,3.1179981231689453,,Status.OK,,1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,0.5460098196392786,0.6946598711401009,0.005523054073971809
KNN,MGAB,6,UNSUPERVISED,MULTIVARIATE,UNSUPERVISED,UNIVARIATE,,,,3.108633041381836,,Status.OK,,1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,0.5615949398797595,0.7264388619365598,0.006648887184686994
KNN,MGAB,7,UNSUPERVISED,MULTIVARIATE,UNSUPERVISED,UNIVARIATE,,,,3.098421812057495,,Status.OK,,1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,0.6221944388777555,0.6972574920743209,0.0060341886578738615
KNN,MGAB,8,UNSUPERVISED,MULTIVARIATE,UNSUPERVISED,UNIVARIATE,,,,3.144412040710449,,Status.OK,,1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,0.6005259018036072,0.6881305286889262,0.006490272350653358
KNN,MGAB,9,UNSUPERVISED,MULTIVARIATE,UNSUPERVISED,UNIVARIATE,,,,3.044358253479004,,Status.OK,,1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,0.5956110220440882,0.723250512360249,0.0075327362954849975
LOF,CalIt2,CalIt2-traffic,UNSUPERVISED,MULTIVARIATE,UNSUPERVISED,MULTIVARIATE,,,,2.3921148777008057,,Status.OK,,1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,0.7267092721057559,0.8021929293795089,0.340556193225692
LOF,Metro,metro-traffic-volume,UNSUPERVISED,MULTIVARIATE,UNSUPERVISED,MULTIVARIATE,,,,3.9998438358306885,,Status.OK,,1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,0.5519434417205845,0.8182992794347752,0.06791862684643282
LOF,Dodgers,101-freeway-traffic,UNSUPERVISED,MULTIVARIATE,UNSUPERVISED,UNIVARIATE,,,,2.9298481941223145,,Status.OK,,1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,0.49988701622806375,0.5527256820969506,0.35095980379241115
LOF,GHL,01_Lev_fault_Temp_corr_seed_11_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/01_Lev_fault_Temp_corr_seed_11_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,02_Lev_fault_Temp_corr_seed_17_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/02_Lev_fault_Temp_corr_seed_17_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,03_Lev_fault_Temp_corr_seed_19_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/03_Lev_fault_Temp_corr_seed_19_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,04_Lev_fault_Temp_corr_seed_23_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/04_Lev_fault_Temp_corr_seed_23_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,05_Lev_fault_Temp_corr_seed_27_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/05_Lev_fault_Temp_corr_seed_27_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,06_Lev_fault_Temp_corr_seed_29_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/06_Lev_fault_Temp_corr_seed_29_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,07_Lev_fault_Temp_corr_seed_31_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/07_Lev_fault_Temp_corr_seed_31_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,08_Lev_fault_Temp_corr_seed_33_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/08_Lev_fault_Temp_corr_seed_33_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,09_Lev_fault_Temp_corr_seed_37_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/09_Lev_fault_Temp_corr_seed_37_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,10_Lev_fault_Temp_corr_seed_39_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/10_Lev_fault_Temp_corr_seed_39_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,11_Lev_fault_Temp_corr_seed_41_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/11_Lev_fault_Temp_corr_seed_41_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,12_Lev_fault_Temp_corr_seed_43_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/12_Lev_fault_Temp_corr_seed_43_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,13_Lev_fault_Temp_corr_seed_666_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/13_Lev_fault_Temp_corr_seed_666_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,14_Lev_fault_Temp_corr_seed_47_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/14_Lev_fault_Temp_corr_seed_47_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,15_Lev_fault_Temp_corr_seed_49_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/15_Lev_fault_Temp_corr_seed_49_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,16_Lev_fault_Temp_corr_seed_53_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/16_Lev_fault_Temp_corr_seed_53_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,17_Lev_fault_Temp_corr_seed_57_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/17_Lev_fault_Temp_corr_seed_57_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,18_Lev_fault_Temp_corr_seed_59_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/18_Lev_fault_Temp_corr_seed_59_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,19_Lev_fault_Temp_corr_seed_62_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/19_Lev_fault_Temp_corr_seed_62_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,20_Lev_fault_Temp_corr_seed_67_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/20_Lev_fault_Temp_corr_seed_67_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,21_Lev_fault_Temp_corr_seed_73_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/21_Lev_fault_Temp_corr_seed_73_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,22_Lev_fault_Temp_corr_seed_777_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/22_Lev_fault_Temp_corr_seed_777_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,23_Lev_fault_Temp_corr_seed_79_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/23_Lev_fault_Temp_corr_seed_79_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,24_Lev_fault_Temp_corr_seed_83_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/24_Lev_fault_Temp_corr_seed_83_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,25_Lev_corr_Temp_fault_seed_111_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/25_Lev_corr_Temp_fault_seed_111_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,26_Lev_corr_Temp_fault_seed_113_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/26_Lev_corr_Temp_fault_seed_113_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,27_Lev_corr_Temp_fault_seed_115_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/27_Lev_corr_Temp_fault_seed_115_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,28_Lev_corr_Temp_fault_seed_119_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/28_Lev_corr_Temp_fault_seed_119_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,29_Lev_corr_Temp_fault_seed_120_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/29_Lev_corr_Temp_fault_seed_120_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,30_Lev_corr_Temp_fault_seed_130_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/30_Lev_corr_Temp_fault_seed_130_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,31_Lev_corr_Temp_fault_seed_132_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/31_Lev_corr_Temp_fault_seed_132_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,32_Lev_corr_Temp_fault_seed_137_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/32_Lev_corr_Temp_fault_seed_137_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,33_Lev_corr_Temp_fault_seed_139_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/33_Lev_corr_Temp_fault_seed_139_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,34_Lev_corr_Temp_fault_seed_151_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/34_Lev_corr_Temp_fault_seed_151_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,35_Lev_corr_Temp_fault_seed_153_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/35_Lev_corr_Temp_fault_seed_153_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,36_Lev_corr_Temp_fault_seed_159_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/36_Lev_corr_Temp_fault_seed_159_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
LOF,GHL,37_Lev_corr_Temp_fault_seed_163_vars_23,UNSUPERVISED,MULTIVARIATE,SEMI_SUPERVISED,MULTIVARIATE,,,,,,Status.ERROR,"DockerAlgorithmFailedError(""Status '1', please consider log files in /Users/wadimoughanim/Documents/education/Master_MVA/MVA_MLTS/mlts_timeeval_project/results/2024_01_08_23_54_58/LOF/da57e09e2b4ad4d568a26dd67f170158/GHL/37_Lev_corr_Temp_fault_seed_163_vars_23/1!"")",1,"{""distance_metric_order"": 2, ""leaf_size"": 20, ""n_jobs"": 1, ""n_neighbors"": 50, ""random_state"": 42}",da57e09e2b4ad4d568a26dd67f170158,,,
